linkid,open,risk,weather,delay
1,false,0,0,0
2,false,0,0,0
3,false,0,0,0
4,false,0,0,0
5,false,0,0,0
6,false,0,0,0
7,false,0,0,0
8,false,0,0,0
9,false,0,0,0
10,false,0,0,0
11,false,0,0,0
12,false,0,0,0
13,false,0,0,0
14,false,0,0,0
15,false,0,0,0
16,false,0,0,0
17,false,0,0,0
18,false,0,0,0
19,false,0,0,0
20,false,0,0,0
21,false,0,0,0
22,false,0,0,0
23,false,0,0,0
24,false,0,0,0
25,false,0,0,0
26,false,0,0,0
27,false,0,0,0
28,false,0,0,0
29,false,0,0,0
30,false,0,0,0
31,false,0,0,0
32,false,0,0,0
33,false,0,0,0
34,false,0,0,0
35,false,0,0,0
36,false,0,0,0
37,false,0,0,0
38,false,0,0,0
39,false,0,0,0
40,false,0,0,0
41,false,0,0,0
42,false,0,0,0
43,false,0,0,0
44,false,0,0,0
45,false,0,0,0
46,false,0,0,0
47,false,0,0,0
48,false,0,0,0
49,false,0,0,0
50,false,0,0,0
51,false,0,0,0
52,false,0,0,0
53,false,0,0,0
54,false,0,0,0
55,false,0,0,0
56,false,0,0,0
57,false,0,0,0
58,false,0,0,0
59,false,0,0,0
60,false,0,0,0
61,false,0,0,0
62,false,0,0,0
63,false,0,0,0
64,false,0,0,0
65,false,0,0,0
66,false,0,0,0
67,false,0,0,0
68,false,0,0,0
69,false,0,0,0
70,false,0,0,0
71,false,0,0,0
72,false,0,0,0
73,false,0,0,0
74,false,0,0,0
75,false,0,0,0
76,false,0,0,0
77,false,0,0,0
78,false,0,0,0
79,false,0,0,0
80,false,0,0,0
81,false,0,0,0
82,false,0,0,0
83,false,0,0,0
84,false,0,0,0
85,false,0,0,0
86,false,0,0,0
87,false,0,0,0
88,false,0,0,0
89,false,0,0,0
90,false,0,0,0
91,false,0,0,0
92,false,0,0,0
93,false,0,0,0
94,false,0,0,0
95,false,0,0,0
96,false,0,0,0
97,false,0,0,0
98,false,0,0,0
99,false,0,0,0
100,false,0,0,0
101,false,0,0,0
102,false,0,0,0
103,false,0,0,0
104,false,0,0,0
105,false,0,0,0
106,false,0,0,0
107,false,0,0,0
108,false,0,0,0
109,false,0,0,0
110,false,0,0,0
111,false,0,0,0
112,false,0,0,0
113,false,0,0,0
114,false,0,0,0
115,false,0,0,0
116,false,0,0,0
117,false,0,0,0
118,false,0,0,0
119,false,0,0,0
120,false,0,0,0
121,false,0,0,0
122,false,0,0,0
123,false,0,0,0
124,false,0,0,0
125,false,0,0,0
126,false,0,0,0
127,false,0,0,0
128,false,0,0,0
129,false,0,0,0
130,false,0,0,0
131,false,0,0,0
132,false,0,0,0
133,false,0,0,0
134,false,0,0,0
135,false,0,0,0
136,false,0,0,0
137,false,0,0,0
138,false,0,0,0
139,false,0,0,0
140,false,0,0,0
141,false,0,0,0
142,false,0,0,0
143,false,0,0,0
144,false,0,0,0
145,false,0,0,0
146,false,0,0,0
147,false,0,0,0
148,false,0,0,0
149,false,0,0,0
150,false,0,0,0
151,false,0,0,0
152,false,0,0,0
153,false,0,0,0
154,false,0,0,0
155,false,0,0,0
156,false,0,0,0
157,false,0,0,0
158,false,0,0,0
159,false,0,0,0
160,false,0,0,0
161,false,0,0,0
162,false,0,0,0
163,false,0,0,0
164,false,0,0,0
165,false,0,0,0
166,false,0,0,0
167,false,0,0,0
168,false,0,0,0
169,false,0,0,0
170,false,0,0,0
171,false,0,0,0
172,false,0,0,0
173,false,0,0,0
174,false,0,0,0
175,false,0,0,0
176,false,0,0,0
177,false,0,0,0
178,false,0,0,0
179,false,0,0,0
180,false,0,0,0
181,false,0,0,0
182,false,0,0,0
183,false,0,0,0
184,false,0,0,0
185,false,0,0,0
186,false,0,0,0
187,false,0,0,0
188,false,0,0,0
189,false,0,0,0
190,false,0,0,0
191,false,0,0,0
192,false,0,0,0
193,false,0,0,0
194,false,0,0,0
195,false,0,0,0
196,false,0,0,0
197,false,0,0,0
198,false,0,0,0
199,false,0,0,0
200,false,0,0,0
201,false,0,0,0
202,false,0,0,0
203,false,0,0,0
204,false,0,0,0
205,false,0,0,0
206,false,0,0,0
207,false,0,0,0
208,false,0,0,0
209,false,0,0,0
210,false,0,0,0
211,false,0,0,0
212,false,0,0,0
213,false,0,0,0
214,false,0,0,0
215,false,0,0,0
216,false,0,0,0
217,false,0,0,0
218,false,0,0,0
219,false,0,0,0
220,false,0,0,0
221,false,0,0,0
222,false,0,0,0
223,false,0,0,0
224,false,0,0,0
225,false,0,0,0
226,false,0,0,0
227,false,0,0,0
228,false,0,0,0
229,false,0,0,0
230,false,0,0,0
231,false,0,0,0
232,false,0,0,0
233,false,0,0,0
234,false,0,0,0
235,false,0,0,0
236,false,0,0,0
237,false,0,0,0
238,false,0,0,0
239,false,0,0,0
240,false,0,0,0
241,false,0,0,0
242,false,0,0,0
243,false,0,0,0
244,false,0,0,0
245,false,0,0,0
246,false,0,0,0
247,false,0,0,0
248,false,0,0,0
249,false,0,0,0
250,false,0,0,0
251,false,0,0,0
252,false,0,0,0
253,false,0,0,0
254,false,0,0,0
255,false,0,0,0
256,false,0,0,0
257,false,0,0,0
258,false,0,0,0
259,false,0,0,0
260,false,0,0,0
261,false,0,0,0
262,false,0,0,0
263,false,0,0,0
264,false,0,0,0
265,false,0,0,0
266,false,0,0,0
267,false,0,0,0
268,false,0,0,0
269,false,0,0,0
270,false,0,0,0
271,false,0,0,0
272,false,0,0,0
273,false,0,0,0
274,false,0,0,0
275,false,0,0,0
276,false,0,0,0
277,false,0,0,0
278,false,0,0,0
279,false,0,0,0
280,false,0,0,0
281,false,0,0,0
282,false,0,0,0
283,false,0,0,0
284,false,0,0,0
285,false,0,0,0
286,false,0,0,0
287,false,0,0,0
288,false,0,0,0
289,false,0,0,0
290,false,0,0,0
291,false,0,0,0
292,false,0,0,0
293,false,0,0,0
294,false,0,0,0
295,false,0,0,0
296,false,0,0,0
297,false,0,0,0
298,false,0,0,0
299,false,0,0,0
300,false,0,0,0
301,false,0,0,0
302,false,0,0,0
303,false,0,0,0
304,false,0,0,0
305,false,0,0,0
306,false,0,0,0
307,false,0,0,0
308,false,0,0,0
309,false,0,0,0
310,false,0,0,0
311,false,0,0,0
312,false,0,0,0
313,false,0,0,0
314,false,0,0,0
315,false,0,0,0
316,false,0,0,0
317,false,0,0,0
318,false,0,0,0
319,false,0,0,0
320,false,0,0,0
321,false,0,0,0
322,false,0,0,0
323,false,0,0,0
324,false,0,0,0
325,false,0,0,0
326,false,0,0,0
327,false,0,0,0
328,false,0,0,0
329,false,0,0,0
330,false,0,0,0
331,false,0,0,0
332,false,0,0,0
333,false,0,0,0
334,false,0,0,0
335,false,0,0,0
336,false,0,0,0
337,false,0,0,0
338,false,0,0,0
339,false,0,0,0
340,false,0,0,0
341,false,0,0,0
342,false,0,0,0
343,false,0,0,0
344,false,0,0,0
345,false,0,0,0
346,false,0,0,0
347,false,0,0,0
348,false,0,0,0
349,false,0,0,0
350,false,0,0,0
351,false,0,0,0
352,false,0,0,0
353,false,0,0,0
354,false,0,0,0
355,false,0,0,0
356,false,0,0,0
357,false,0,0,0
358,false,0,0,0
359,false,0,0,0
360,false,0,0,0
361,false,0,0,0
362,false,0,0,0
363,false,0,0,0
364,false,0,0,0
365,false,0,0,0
366,false,0,0,0
367,false,0,0,0
368,false,0,0,0
369,false,0,0,0
370,false,0,0,0
371,false,0,0,0
372,false,0,0,0
373,false,0,0,0
374,false,0,0,0
375,false,0,0,0
376,false,0,0,0
377,false,0,0,0
378,false,0,0,0
379,false,0,0,0
380,false,0,0,0
381,false,0,0,0
382,false,0,0,0
383,false,0,0,0
384,false,0,0,0
385,false,0,0,0
386,false,0,0,0
387,false,0,0,0
388,false,0,0,0
389,false,0,0,0
390,false,0,0,0
391,false,0,0,0
392,false,0,0,0
393,false,0,0,0
394,false,0,0,0
395,false,0,0,0
396,false,0,0,0
397,false,0,0,0
398,false,0,0,0
399,false,0,0,0
400,false,0,0,0
401,false,0,0,0
402,false,0,0,0
403,false,0,0,0
404,false,0,0,0
405,false,0,0,0
406,false,0,0,0
407,false,0,0,0
408,false,0,0,0
409,false,0,0,0
410,false,0,0,0
411,false,0,0,0
412,false,0,0,0
413,false,0,0,0
414,false,0,0,0
415,false,0,0,0
416,false,0,0,0
417,false,0,0,0
418,false,0,0,0
419,false,0,0,0
420,false,0,0,0
421,false,0,0,0
422,false,0,0,0
423,false,0,0,0
424,false,0,0,0
425,false,0,0,0
426,false,0,0,0
427,false,0,0,0
428,false,0,0,0
429,false,0,0,0
430,false,0,0,0
431,false,0,0,0
432,false,0,0,0
433,false,0,0,0
434,false,0,0,0
435,false,0,0,0
436,false,0,0,0
437,false,0,0,0
438,false,0,0,0
439,false,0,0,0
440,false,0,0,0
441,false,0,0,0
442,false,0,0,0
443,false,0,0,0
444,false,0,0,0
445,false,0,0,0
446,false,0,0,0
447,false,0,0,0
448,false,0,0,0
449,false,0,0,0
450,false,0,0,0
451,false,0,0,0
452,false,0,0,0
453,false,0,0,0
454,false,0,0,0
455,false,0,0,0
456,false,0,0,0
457,false,0,0,0
458,false,0,0,0
459,false,0,0,0
460,false,0,0,0
461,false,0,0,0
462,false,0,0,0
463,false,0,0,0
464,false,0,0,0
465,false,0,0,0
466,false,0,0,0
467,false,0,0,0
468,false,0,0,0
469,false,0,0,0
470,false,0,0,0
471,false,0,0,0
472,false,0,0,0
473,false,0,0,0
474,false,0,0,0
475,false,0,0,0
476,false,0,0,0
477,false,0,0,0
478,false,0,0,0
479,false,0,0,0
480,false,0,0,0
481,false,0,0,0
482,false,0,0,0
483,false,0,0,0
484,false,0,0,0
485,false,0,0,0
486,false,0,0,0
487,false,0,0,0
488,false,0,0,0
489,false,0,0,0
490,false,0,0,0
491,false,0,0,0
492,false,0,0,0
493,false,0,0,0
494,false,0,0,0
495,false,0,0,0
496,false,0,0,0
497,false,0,0,0
498,false,0,0,0
499,false,0,0,0
500,false,0,0,0
501,false,0,0,0
502,false,0,0,0
503,false,0,0,0
504,false,0,0,0
505,false,0,0,0
506,false,0,0,0
507,false,0,0,0
508,false,0,0,0
509,false,0,0,0
510,false,0,0,0
511,false,0,0,0
512,false,0,0,0
513,false,0,0,0
514,false,0,0,0
515,false,0,0,0
516,false,0,0,0
517,false,0,0,0
518,false,0,0,0
519,false,0,0,0
520,false,0,0,0
521,false,0,0,0
522,false,0,0,0
523,false,0,0,0
524,false,0,0,0
525,false,0,0,0
526,false,0,0,0
527,false,0,0,0
528,false,0,0,0
529,false,0,0,0
530,false,0,0,0
531,false,0,0,0
532,false,0,0,0
533,false,0,0,0
534,false,0,0,0
535,false,0,0,0
536,false,0,0,0
537,false,0,0,0
538,false,0,0,0
539,false,0,0,0
540,false,0,0,0
541,false,0,0,0
542,false,0,0,0
543,false,0,0,0
544,false,0,0,0
545,false,0,0,0
546,false,0,0,0
547,false,0,0,0
548,false,0,0,0
549,false,0,0,0
550,false,0,0,0
551,false,0,0,0
552,false,0,0,0
553,false,0,0,0
554,false,0,0,0
555,false,0,0,0
556,false,0,0,0
557,false,0,0,0
558,false,0,0,0
559,false,0,0,0
560,false,0,0,0
561,false,0,0,0
562,false,0,0,0
563,false,0,0,0
564,false,0,0,0
565,false,0,0,0
566,false,0,0,0
567,false,0,0,0
568,false,0,0,0
569,false,0,0,0
570,false,0,0,0
571,false,0,0,0
572,false,0,0,0
573,false,0,0,0
574,false,0,0,0
575,false,0,0,0
576,false,0,0,0
577,false,0,0,0
578,false,0,0,0
579,false,0,0,0
580,false,0,0,0
581,false,0,0,0
582,false,0,0,0
583,false,0,0,0
584,false,0,0,0
585,false,0,0,0
586,false,0,0,0
587,false,0,0,0
588,false,0,0,0
589,false,0,0,0
590,false,0,0,0
591,false,0,0,0
592,false,0,0,0
593,false,0,0,0
594,false,0,0,0
595,false,0,0,0
596,false,0,0,0
597,false,0,0,0
598,false,0,0,0
599,false,0,0,0
600,false,0,0,0
601,false,0,0,0
602,false,0,0,0
603,false,0,0,0
604,false,0,0,0
605,false,0,0,0
606,false,0,0,0
607,false,0,0,0
608,false,0,0,0
609,false,0,0,0
610,false,0,0,0
611,false,0,0,0
612,false,0,0,0
613,false,0,0,0
614,false,0,0,0
615,false,0,0,0
616,false,0,0,0
617,false,0,0,0
618,false,0,0,0
619,false,0,0,0
620,false,0,0,0
621,false,0,0,0
622,false,0,0,0
623,false,0,0,0
624,false,0,0,0
625,false,0,0,0
626,false,0,0,0
627,false,0,0,0
628,false,0,0,0
629,false,0,0,0
630,false,0,0,0
631,false,0,0,0
632,false,0,0,0
633,false,0,0,0
634,false,0,0,0
635,false,0,0,0
636,false,0,0,0
637,false,0,0,0
638,false,0,0,0
639,false,0,0,0
640,false,0,0,0
641,false,0,0,0
642,false,0,0,0
643,false,0,0,0
644,false,0,0,0
645,false,0,0,0
646,false,0,0,0
647,false,0,0,0
648,false,0,0,0
649,false,0,0,0
650,false,0,0,0
651,false,0,0,0
652,false,0,0,0
653,false,0,0,0
654,false,0,0,0
655,false,0,0,0
656,false,0,0,0
657,false,0,0,0
658,false,0,0,0
659,false,0,0,0
660,false,0,0,0
661,false,0,0,0
662,false,0,0,0
663,false,0,0,0
664,false,0,0,0
665,false,0,0,0
666,false,0,0,0
667,false,0,0,0
668,false,0,0,0
669,false,0,0,0
670,false,0,0,0
671,false,0,0,0
672,false,0,0,0
673,false,0,0,0
674,false,0,0,0
675,false,0,0,0
676,false,0,0,0
677,false,0,0,0
678,false,0,0,0
679,false,0,0,0
680,false,0,0,0
681,false,0,0,0
682,false,0,0,0
683,false,0,0,0
684,false,0,0,0
685,false,0,0,0
686,false,0,0,0
687,false,0,0,0
688,false,0,0,0
689,false,0,0,0
690,false,0,0,0
691,false,0,0,0
692,false,0,0,0
693,false,0,0,0
694,false,0,0,0
695,false,0,0,0
696,false,0,0,0
697,false,0,0,0
698,false,0,0,0
699,false,0,0,0
700,false,0,0,0
701,false,0,0,0
702,false,0,0,0
703,false,0,0,0
704,false,0,0,0
705,false,0,0,0
706,false,0,0,0
707,false,0,0,0
708,false,0,0,0
709,false,0,0,0
710,false,0,0,0
711,false,0,0,0
712,false,0,0,0
713,false,0,0,0
714,false,0,0,0
715,false,0,0,0
716,false,0,0,0
717,false,0,0,0
718,false,0,0,0
719,false,0,0,0
720,false,0,0,0
721,false,0,0,0
722,false,0,0,0
723,false,0,0,0
724,false,0,0,0
725,false,0,0,0
726,false,0,0,0
727,false,0,0,0
728,false,0,0,0
729,false,0,0,0
730,false,0,0,0
731,false,0,0,0
732,false,0,0,0
733,false,0,0,0
734,false,0,0,0
735,false,0,0,0
736,false,0,0,0
737,false,0,0,0
738,false,0,0,0
739,false,0,0,0
740,false,0,0,0
741,false,0,0,0
742,false,0,0,0
743,false,0,0,0
744,false,0,0,0
745,false,0,0,0
746,false,0,0,0
747,false,0,0,0
748,false,0,0,0
749,false,0,0,0
750,false,0,0,0
751,false,0,0,0
752,false,0,0,0
753,false,0,0,0
754,false,0,0,0
755,false,0,0,0
756,false,0,0,0
757,false,0,0,0
758,false,0,0,0
759,false,0,0,0
760,false,0,0,0
761,false,0,0,0
762,false,0,0,0
763,false,0,0,0
764,false,0,0,0
765,false,0,0,0
766,false,0,0,0
767,false,0,0,0
768,false,0,0,0
769,false,0,0,0
770,false,0,0,0
771,false,0,0,0
772,false,0,0,0
773,false,0,0,0
774,false,0,0,0
775,false,0,0,0
776,false,0,0,0
777,false,0,0,0
778,false,0,0,0
779,false,0,0,0
780,false,0,0,0
781,false,0,0,0
782,false,0,0,0
783,false,0,0,0
784,false,0,0,0
785,false,0,0,0
786,false,0,0,0
787,false,0,0,0
788,false,0,0,0
789,false,0,0,0
790,false,0,0,0
791,false,0,0,0
792,false,0,0,0
793,false,0,0,0
794,false,0,0,0
795,false,0,0,0
796,false,0,0,0
797,false,0,0,0
798,false,0,0,0
799,false,0,0,0
800,false,0,0,0
801,false,0,0,0
802,false,0,0,0
803,false,0,0,0
804,false,0,0,0
805,false,0,0,0
806,false,0,0,0
807,false,0,0,0
808,false,0,0,0
809,false,0,0,0
810,false,0,0,0
811,false,0,0,0
812,false,0,0,0
813,false,0,0,0
814,false,0,0,0
815,false,0,0,0
816,false,0,0,0
817,false,0,0,0
818,false,0,0,0
819,false,0,0,0
820,false,0,0,0
821,false,0,0,0
822,false,0,0,0
823,false,0,0,0
824,false,0,0,0
825,false,0,0,0
826,false,0,0,0
827,false,0,0,0
828,false,0,0,0
829,false,0,0,0
830,false,0,0,0
831,false,0,0,0
832,false,0,0,0
833,false,0,0,0
834,false,0,0,0
835,false,0,0,0
836,false,0,0,0
837,false,0,0,0
838,false,0,0,0
839,false,0,0,0
840,false,0,0,0
841,false,0,0,0
842,false,0,0,0
843,false,0,0,0
844,false,0,0,0
845,false,0,0,0
846,false,0,0,0
847,false,0,0,0
848,false,0,0,0
849,false,0,0,0
850,false,0,0,0
851,false,0,0,0
852,false,0,0,0
853,false,0,0,0
854,false,0,0,0
855,false,0,0,0
856,false,0,0,0
857,false,0,0,0
858,false,0,0,0
859,false,0,0,0
860,false,0,0,0
861,false,0,0,0
862,false,0,0,0
863,false,0,0,0
864,false,0,0,0
865,false,0,0,0
866,false,0,0,0
867,false,0,0,0
868,false,0,0,0
869,false,0,0,0
870,false,0,0,0
871,false,0,0,0
872,false,0,0,0
873,false,0,0,0
874,false,0,0,0
875,false,0,0,0
876,false,0,0,0
877,false,0,0,0
878,false,0,0,0
879,false,0,0,0
880,false,0,0,0
881,false,0,0,0
882,false,0,0,0
883,false,0,0,0
884,false,0,0,0
885,false,0,0,0
886,false,0,0,0
887,false,0,0,0
888,false,0,0,0
889,false,0,0,0
890,false,0,0,0
891,false,0,0,0
892,false,0,0,0
893,false,0,0,0
894,false,0,0,0
895,false,0,0,0
896,false,0,0,0
897,false,0,0,0
898,false,0,0,0
899,false,0,0,0
900,false,0,0,0
901,false,0,0,0
902,false,0,0,0
903,false,0,0,0
904,false,0,0,0
905,false,0,0,0
906,false,0,0,0
907,false,0,0,0
908,false,0,0,0
909,false,0,0,0
910,false,0,0,0
911,false,0,0,0
912,false,0,0,0
913,false,0,0,0
914,false,0,0,0
915,false,0,0,0
916,false,0,0,0
917,false,0,0,0
918,false,0,0,0
919,false,0,0,0
920,false,0,0,0
921,false,0,0,0
922,false,0,0,0
923,false,0,0,0
924,false,0,0,0
925,false,0,0,0
926,false,0,0,0
927,false,0,0,0
928,false,0,0,0
929,false,0,0,0
930,false,0,0,0
931,false,0,0,0
932,false,0,0,0
933,false,0,0,0
934,false,0,0,0
935,false,0,0,0
936,false,0,0,0
937,false,0,0,0
938,false,0,0,0
939,false,0,0,0
940,false,0,0,0
941,false,0,0,0
942,false,0,0,0
943,false,0,0,0
944,false,0,0,0
945,false,0,0,0
946,false,0,0,0
947,false,0,0,0
948,false,0,0,0
949,false,0,0,0
950,false,0,0,0
951,false,0,0,0
952,false,0,0,0
953,false,0,0,0
954,false,0,0,0
955,false,0,0,0
956,false,0,0,0
957,false,0,0,0
958,false,0,0,0
959,false,0,0,0
960,false,0,0,0
961,false,0,0,0
962,false,0,0,0
963,false,0,0,0
964,false,0,0,0
965,false,0,0,0
966,false,0,0,0
967,false,0,0,0
968,false,0,0,0
969,false,0,0,0
970,false,0,0,0
971,false,0,0,0
972,false,0,0,0
973,false,0,0,0
974,false,0,0,0
975,false,0,0,0
976,false,0,0,0
977,false,0,0,0
978,false,0,0,0
979,false,0,0,0
980,false,0,0,0
981,false,0,0,0
982,false,0,0,0
983,false,0,0,0
984,false,0,0,0
985,false,0,0,0
986,false,0,0,0
987,false,0,0,0
988,false,0,0,0
989,false,0,0,0
990,false,0,0,0
991,false,0,0,0
992,false,0,0,0
993,false,0,0,0
994,false,0,0,0
995,false,0,0,0
996,false,0,0,0
997,false,0,0,0
998,false,0,0,0
999,false,0,0,0
1000,false,0,0,0
1001,false,0,0,0
1002,false,0,0,0
1003,false,0,0,0
1004,false,0,0,0
1005,false,0,0,0
1006,false,0,0,0
1007,false,0,0,0
1008,false,0,0,0
1009,false,0,0,0
1010,false,0,0,0
1011,false,0,0,0
1012,false,0,0,0
1013,false,0,0,0
1014,false,0,0,0
1015,false,0,0,0
1016,false,0,0,0
1017,false,0,0,0
1018,false,0,0,0
1019,false,0,0,0
1020,false,0,0,0
1021,false,0,0,0
1022,false,0,0,0
1023,false,0,0,0
1024,false,0,0,0
1025,false,0,0,0
1026,false,0,0,0
1027,false,0,0,0
1028,false,0,0,0
1029,false,0,0,0
1030,false,0,0,0
1031,false,0,0,0
1032,false,0,0,0
1033,false,0,0,0
1034,false,0,0,0
1035,false,0,0,0
1036,false,0,0,0
1037,false,0,0,0
1038,false,0,0,0
1039,false,0,0,0
1040,false,0,0,0
1041,false,0,0,0
1042,false,0,0,0
1043,false,0,0,0
1044,false,0,0,0
1045,false,0,0,0
1046,false,0,0,0
1047,false,0,0,0
1048,false,0,0,0
1049,false,0,0,0
1050,false,0,0,0
1051,false,0,0,0
1052,false,0,0,0
1053,false,0,0,0
1054,false,0,0,0
1055,false,0,0,0
1056,false,0,0,0
1057,false,0,0,0
1058,false,0,0,0
1059,false,0,0,0
1060,false,0,0,0
1061,false,0,0,0
1062,false,0,0,0
1063,false,0,0,0
1064,false,0,0,0
1065,false,0,0,0
1066,false,0,0,0
1067,false,0,0,0
1068,false,0,0,0
1069,false,0,0,0
1070,false,0,0,0
1071,false,0,0,0
1072,false,0,0,0
1073,false,0,0,0
1074,false,0,0,0
1075,false,0,0,0
1076,false,0,0,0
1077,false,0,0,0
1078,false,0,0,0
1079,false,0,0,0
1080,false,0,0,0
1081,false,0,0,0
1082,false,0,0,0
1083,false,0,0,0
1084,false,0,0,0
1085,false,0,0,0
1086,false,0,0,0
1087,false,0,0,0
1088,false,0,0,0
